url_id,total_meters,price,floor,floors_count,rooms_count
225134236,62.57,12390000,4,18,2
227394684,62.4,13600000,23,25,2
233063373,34.0,8400000,5,17,1
248513131,44.0,13980000,4,5,2
261072352,57.6,37000000,30,41,2
265206637,42.0,6400000,2,5,1
269170156,88.2,30000000,4,5,2
270073581,51.9,12456000,7,12,2
270648473,45.3,13400000,5,9,2
272856487,46.6,10200000,20,25,1
273983668,35.0,12500000,2,17,1
275020074,35.0,8100000,6,13,1
275040150,38.4,5800000,4,4,1
275050401,44.5,49400000,3,5,1
275471474,33.4,7500000,6,6,1
276620651,66.4,43000000,2,13,2
279685018,80.0,39500000,11,42,3
279918609,56.0,87500000,3,4,2
280701170,59.3,7950000,5,9,2
280729658,42.5,6500000,6,9,1
280730686,80.8,10926000,4,9,3
280748592,62.3,8150000,8,9,2
284430188,36.0,12000000,7,16,2
285954739,33.0,8600000,1,12,1
286050252,42.5,7150000,5,9,1
286643532,69.8,52903629,4,8,3
286995307,32.8,8395000,4,9,1
287296773,79.7,31500000,6,11,2
287296776,79.7,31500000,6,11,3
288092656,31.8,11200000,11,19,1
288615232,34.0,9200000,5,9,1
289299955,81.25,40900000,6,18,3
289330530,36.4,9000000,6,17,1
289774737,81.4,27500000,2,26,3
289902762,30.1,9000000,5,5,1
290288962,85.5,29600000,2,5,2
290301611,43.0,25000000,5,30,1
290829248,36.3,10496388,17,25,1
291597285,85.0,50000000,29,29,3
292022196,35.4,8200000,14,15,1
292147309,30.0,6300000,1,6,1
292267406,49.0,64000000,3,6,2
292522658,41.3,11314272,12,25,1
292524495,39.9,10608395,17,26,1
292526198,41.9,11478281,24,26,1
292633965,73.0,25750000,6,24,3
293032841,64.0,33449000,4,13,2
293160646,40.0,12200000,5,14,2
293340003,31.0,7200000,4,5,1
293539868,64.3,15500000,17,27,2
294111689,72.0,38000000,13,29,2
294203461,60.0,93000000,2,9,2
294368903,92.0,64000000,41,78,3
294452835,62.0,41000000,16,78,2
294650795,44.0,49400000,3,5,2
294698580,68.0,32400000,35,39,3
294869015,63.8,14577524,24,25,2
294870005,41.3,11314272,17,25,1
294870513,63.8,13950498,23,25,2
294977495,45.0,10300000,8,9,2
295240177,32.7,8200000,15,17,1
295728885,32.4,8500000,11,12,1
295879334,48.0,15100000,2,26,1
295915768,92.1,96705000,8,13,3
296106332,69.8,55326696,4,8,3
296116200,22.0,6800000,6,8,1
296351713,75.3,54000000,13,16,2
296390859,74.0,34200000,14,19,3
296404444,17.0,10790000,2,5,1
296417169,59.1,17500000,13,16,2
297041322,32.0,8700000,8,9,1
297089589,30.4,5999000,4,5,1
297421556,72.0,21800000,3,12,3
297534195,30.9,8400000,5,14,1
297766719,61.4,60000000,3,9,2
297901785,53.0,16500000,3,3,2
297917099,36.3,9000000,6,14,1
297949172,70.0,28000000,12,21,2
297997441,59.0,55000000,51,79,2
298003416,60.9,29000000,10,43,2
298261134,60.5,24750000,13,17,2
298431321,36.2,9950000,2,17,1
298466120,81.2,60700000,12,12,3
298547100,34.8,9000000,1,12,1
298621200,32.1,9000000,5,5,1
298705574,13.0,4600000,3,9,1
298802622,46.0,20000000,20,22,2
298881519,77.0,80768900,4,8,2
298908066,28.0,6500000,2,17,1
299013088,52.0,47000000,4,4,2
299019109,31.2,19500000,10,25,1
299025994,27.0,6333000,2,8,1
299027789,28.0,6950000,2,8,1
299147133,31.0,8700000,8,9,1
299251187,45.0,15700000,13,14,2
299556015,39.1,8800000,1,14,1
299654390,30.0,9150000,2,9,1
299655879,46.0,31000000,14,24,2
299973610,70.0,9450000,13,17,2
300005751,71.0,55000000,7,7,3
300013327,56.2,30000000,3,5,2
300018901,54.4,54400000,4,9,2
300069188,35.6,8500000,2,4,1
300288478,28.0,5600000,1,6,1
300337168,28.0,6000000,3,6,1
300349520,64.2,18700000,4,12,3
300834452,48.0,42000000,3,3,2
301107943,95.5,29900000,5,31,3
301135318,32.5,7200000,1,9,1
301254008,66.0,33900000,4,22,2
301301345,91.3,46000000,4,19,3
301573903,80.0,70000000,5,6,3
301704043,32.9,9100000,7,9,1
301952287,63.0,21800000,6,24,1
302038626,71.4,13990000,1,4,2
302081797,69.4,69900000,2,10,2
302195149,35.0,9700000,5,24,1
302269443,38.4,8990000,2,10,1
302300251,88.7,75000000,9,9,3
302338028,50.0,10950000,4,12,2
302366565,38.0,12800000,1,14,2
302376298,33.1,8350000,6,9,1
302385657,24.1,7990000,2,18,1
302453838,88.0,42000000,11,37,3
302552929,90.0,80000000,2,7,3
302756395,31.6,8000000,1,9,1
302777738,42.0,14700000,4,9,2
302817609,97.0,97000000,3,17,3
302818689,75.0,22300000,16,17,3
303069476,60.0,60000000,10,10,2
303139463,35.0,8700000,7,14,1
303370489,44.9,5700000,3,3,1
303396280,45.4,8300000,9,12,1
303440761,32.2,9200000,1,9,1
303442634,74.4,20500000,5,12,3
303447463,71.0,46500000,28,39,3
303477912,40.74,24500000,8,13,2
303582296,66.3,28300000,21,42,3
303679672,34.5,8260000,5,8,1
303765580,86.0,60000000,6,6,3
303773278,54.7,25680000,9,26,2
303775433,64.0,3100000,11,12,-1
303849492,76.5,24999999,9,17,3
303869601,97.5,85000000,3,17,3
303902409,81.2,59900000,12,12,3
303957847,92.1,96705000,8,15,3
304067577,96.0,51750000,4,8,3
304074417,55.5,24000000,23,31,3
304128142,26.7,7900000,4,8,1
304156404,36.9,22300000,13,13,1
304224403,94.2,67000000,1,19,2
304283080,66.2,54500000,7,27,3
304320920,66.0,29100000,3,41,2
304329886,77.2,90706200,4,8,2
304388593,60.0,93000000,2,7,2
304392513,82.1,31100000,7,7,3
304515107,85.1,30000000,8,31,3
304516413,38.2,10700000,1,12,2
304528493,51.0,30800000,12,14,2
304547184,90.9,10400000,1,9,3
304549933,71.4,35000000,7,10,2
304573316,38.5,8400000,2,25,1
304612074,18.9,7200000,1,7,1
304704149,42.2,19000000,12,14,1
304779000,45.3,23900000,9,31,1
304792544,32.2,6700000,3,5,1
304822441,53.0,64444000,31,49,2
304863760,17.2,6141432,4,8,1
304887978,44.3,20821000,2,6,2
304947747,97.9,32796500,14,40,2
304961732,41.4,4300000,6,23,-1
304963966,65.6,82000000,3,12,2
305062277,64.7,80768900,4,7,2
305070032,82.3,82500000,37,41,3
305184755,72.0,36500000,35,43,3
305269682,51.2,30900000,4,7,2
305280843,68.9,53500000,8,14,3
305311999,31.4,6990000,1,17,1
305321484,76.0,45000000,14,52,3
305366710,45.0,12500000,9,12,2
305484793,49.0,19000000,4,5,2
305509795,63.0,34700000,26,43,2
305510471,50.6,10599999,11,12,2
305548082,31.5,11250000,8,15,1
305591607,36.6,7200000,4,16,1
305644418,75.1,93000000,4,6,2
305645339,44.9,7700000,3,7,1
305731107,36.8,8600000,2,17,1
305747344,85.4,28000000,7,22,2
305790131,19.0,6200000,1,5,1
305791505,74.7,9890000,1,3,3
305814706,32.8,16999000,8,24,1
305886637,24.4,7500000,5,22,1
306030365,54.0,17000000,11,12,2
306157404,36.5,10250000,9,9,1
306174542,41.0,7500000,1,6,1
306274707,83.2,17475035,14,25,3
306323071,53.7,29900000,2,16,2
306376722,55.3,17800000,4,5,3
306380207,45.9,12400000,1,9,2
306401886,60.1,28000000,8,31,2
306402145,51.82,15000000,21,22,2
306545545,30.1,9150000,1,9,1
306592437,93.0,77200000,9,12,3
306607502,75.5,17300000,3,14,3
306651860,79.0,35000000,4,5,3
306661525,54.17,14800000,2,8,3
306676195,26.0,17400000,16,24,1
306776652,45.1,13500000,13,14,2
306821480,45.8,39600000,3,7,2
306823110,82.4,82317600,5,8,2
306867070,41.1,33000000,16,36,1
306926249,47.0,13000000,10,19,1
306969956,39.64,11000000,23,23,1
307045072,27.2,15150000,6,8,1
307087327,56.2,27400000,7,15,2
307125271,70.6,21000000,2,21,2
307143962,68.7,61999000,9,14,2
307208938,35.0,5100000,3,3,1
307219363,68.6,52500000,8,13,3
307221211,45.0,22550000,5,18,1
307227822,18.0,4999999,3,3,1
307265595,25.0,5899999,6,6,1
307275502,41.0,11500000,2,12,1
307387664,99.0,28200000,12,14,3
307397901,84.0,59000000,44,52,3
307400091,80.0,50000000,9,12,2
307433320,75.9,65000000,2,9,3
307443915,22.0,8400000,7,9,1
307460089,32.8,8990000,9,9,1
307461729,76.0,41690000,5,6,3
307484749,54.4,18900000,5,5,3
307535888,74.0,18990000,17,17,3
307545268,59.0,35000000,5,12,3
307578239,83.1,14800000,2,17,3
307579111,60.0,15000000,2,9,3
307588906,35.0,9990000,4,14,1
307612708,67.3,31000000,3,14,3
307617028,41.0,19500000,2,11,2
307651986,76.7,25000000,5,17,3
307668475,39.4,9600000,14,17,1
307669189,56.7,15500000,14,17,2
307716908,82.0,46000000,10,21,3
307723604,95.4,79990000,30,85,2
307723781,10.7,3200000,3,31,1
307731279,41.0,27500000,14,37,1
307850434,42.2,19700000,6,9,2
307853208,76.7,21000000,4,17,3
307853221,67.0,29299999,14,46,2
307853249,77.0,21900000,1,5,3
307853268,62.0,13800000,5,12,3
307853283,19.0,8350000,5,6,1
307857856,37.5,8700000,14,15,1
307869441,74.4,44350000,3,41,3
307877855,74.3,28780000,9,12,2
307886566,41.3,16150000,2,5,2
307916901,26.2,8000000,10,14,1
307934248,37.7,8990000,12,17,1
307966312,65.7,31000000,11,21,3
308000868,55.6,31700000,3,6,2
308012309,32.2,9100000,1,9,1
308066640,30.0,8500000,7,9,1
308100205,21.0,15590000,24,24,1
308124780,71.0,33199000,11,21,3
308135256,29.9,9000000,2,9,1
308137409,31.0,5300000,4,4,1
308142340,69.0,55000000,10,21,3
308207546,48.0,29900000,14,41,1
308207909,44.0,34000000,6,6,2
308214401,91.0,55000000,21,89,2
308257993,20.5,4270000,1,22,1
308260848,33.2,8250000,19,22,1
308300638,37.0,7150000,8,8,1
308310992,41.5,15300000,17,20,1
308324958,30.0,4700000,5,5,1
308363078,54.0,14900000,10,12,2
308413458,68.9,95000000,4,13,2
308415050,36.0,9890000,10,12,1
308437248,86.7,42743000,18,27,3
308439959,66.6,32630000,9,25,2
308474695,67.0,31825000,22,51,3
308495658,78.0,33800000,18,23,2
308496493,57.5,12000000,9,9,3
308500883,44.0,11990000,17,18,1
308550091,31.9,17900000,8,23,2
308550093,31.9,17490000,9,23,1
308551547,32.4,8600000,9,9,1
308553460,99.0,96750000,9,12,2
308553708,88.0,59350000,9,12,2
308562785,71.0,43000000,18,44,2
308574909,36.6,16700000,15,22,1
308627714,52.5,30000000,10,12,2
308629773,32.4,8250000,12,12,1
308633394,14.0,4850000,2,3,1
308645438,41.0,14950000,1,30,1
308703362,35.5,9200000,3,12,1
308707707,37.5,7700000,5,15,1
308755784,30.0,6199999,6,6,1
308759488,40.0,10500000,5,12,1
308833383,59.6,13450000,6,9,3
308837547,40.4,28950000,5,10,1
308838116,33.0,9500000,4,5,1
308881010,32.5,9200000,4,9,1
308881395,93.0,39900000,6,7,3
308892411,62.0,37199000,5,7,2
308894976,65.0,35000000,11,37,2
308900748,62.2,20000000,13,23,1
308900749,62.4,21000000,14,23,2
308902179,53.7,14000000,4,17,2
308907057,64.76,70000000,5,21,2
308929598,41.5,23990000,15,19,1
308945722,38.0,10250000,11,17,1
308951508,67.0,29000000,8,17,2
309084249,70.0,38500000,3,18,3
309095610,68.3,22975000,18,21,2
309097030,55.5,19200000,1,8,2
309124353,39.0,14890000,11,12,2
309140209,31.4,5600000,2,4,1
309164744,40.0,23000000,16,24,2
309176383,30.0,1000000,1,5,-1
309176729,63.0,41000000,50,51,3
309181915,61.7,24500000,33,52,2
309191861,41.0,17750000,5,14,2
309192054,45.9,15250000,24,24,1
309202874,91.6,24230670,25,27,2
309229027,51.0,45000000,2,12,1
309256751,43.0,42990000,3,20,1
309270409,81.7,21500000,9,10,3
309274659,69.0,61500000,12,32,3
309277393,69.0,61500000,11,32,3
309280392,68.2,59000000,9,32,3
309301056,74.0,79000000,4,13,2
309319867,79.0,26700000,3,5,3
309335898,39.3,8900000,7,12,1
309337985,28.6,7300000,6,17,1
309348680,43.13,8600000,4,19,1
309351514,46.8,9850000,3,7,1
309376755,69.0,31950000,37,41,2
309396535,32.0,12150000,7,22,1
309397207,33.5,12300000,8,22,1
309398005,35.2,12550000,20,22,1
309398847,57.3,18850000,18,22,2
309408225,50.6,15500000,10,16,2
309432400,70.0,36500000,5,30,3
309485692,39.0,3490000,2,12,-1
309510220,34.8,8950000,2,16,1
309525051,40.2,32500000,2,40,1
309525181,60.0,17980000,6,9,3
309550008,78.0,35500000,3,11,2
309585442,94.6,70000000,5,7,2
309619938,96.7,99500000,10,13,3
309623565,68.9,41000000,7,14,3
309631150,59.0,17200000,20,22,2
309636679,28.5,5000000,5,5,1
309640290,72.6,27500000,7,26,2
309666910,32.0,12500000,8,9,1
309671138,88.4,90000000,13,25,3
309685252,39.1,9100000,13,16,1
309708698,90.6,21900000,16,17,3
309757878,69.0,26990000,5,25,3
309758721,61.8,74400000,3,4,2
309770871,61.1,25500000,6,8,2
309775039,60.0,60000000,10,11,3
309808583,45.5,7250000,3,12,1
309832525,89.9,48000000,17,18,3
309866539,94.7,89000000,16,21,3
309888241,79.0,67000000,24,29,3
309910230,95.0,58000000,37,39,3
309941653,73.7,30500000,14,15,3
309950052,47.9,20400000,7,8,2
309979871,52.0,35800000,6,13,2
309998167,53.0,15500000,10,16,2
310065384,43.0,26000000,4,16,2
310067160,68.0,19900000,1,15,2
310068451,36.8,20000000,9,12,1
310072129,36.3,17400000,17,29,1
310089860,21.0,7450000,1,4,1
310089862,15.0,6200000,1,4,1
310096435,77.5,39800000,3,3,2
310098135,94.0,39900000,7,28,3
310107816,40.0,8490000,6,12,1
310168643,58.9,18900000,9,9,3
310176888,83.0,48700000,6,42,3
310177853,73.0,79900000,14,19,2
310266518,76.8,33000000,3,7,3
310280728,67.4,33000000,2,14,3
310306708,74.0,33950000,12,25,2
310309761,36.0,9250000,1,17,1
310318176,37.7,4300000,7,17,-1
310346509,38.6,4400000,14,22,-1
310356914,59.0,22000000,6,22,2
310382123,48.2,22654000,2,6,2
310417082,32.7,11500000,9,12,1
310448978,52.8,19100000,18,19,2
310462120,42.0,15500000,19,23,2
310462644,37.5,8999999,7,17,1
310466488,77.0,80000000,32,78,2
310531592,57.8,14450000,2,22,2
310531641,90.0,40900000,2,15,3
310554429,73.8,22300000,2,17,3
310578781,76.97,27900000,10,21,3
310594260,33.6,8900000,8,9,1
310611250,37.1,8800000,3,8,1
310615959,34.0,8600000,6,15,1
310632423,80.0,33000000,12,21,3
310634078,58.3,12500000,1,16,2
310634852,84.0,74000000,17,32,3
310684164,21.0,9000000,3,9,1
310697228,31.5,7450000,3,5,1
310712349,30.4,6200000,2,5,1
310730890,53.0,16900000,16,22,2
310731376,37.9,14800000,1,17,1
310740184,44.5,11800000,5,9,2
310743607,68.6,44900000,27,44,3
310765033,56.0,27900000,15,22,2
310769942,24.5,11500000,4,14,1
310783053,96.7,25500000,7,12,3
310789500,86.0,50000000,9,12,3
310792973,67.5,29000000,11,31,2
310795278,65.2,35500000,15,48,3
310834850,33.5,17500000,5,28,1
310836678,96.8,97000000,4,12,3
310860122,28.1,9000000,1,5,1
310867819,70.0,32500000,7,15,3
310867959,41.1,12490000,4,21,1
310888018,36.89,11000000,5,18,1
310914884,44.5,8700000,6,9,1
310924420,43.0,35500000,7,21,2
310963121,60.1,28000000,8,31,3
310968916,68.5,30499000,29,34,2
310987026,56.8,14300000,22,23,2
311033212,67.0,57000000,9,14,2
311035485,74.0,69500000,5,9,2
311038200,74.1,36000000,21,24,3
311055102,27.8,8400000,2,5,1
311055900,54.0,19500000,9,31,2
311061249,66.0,46000000,40,41,3
311076245,31.3,8900000,3,9,1
311077298,34.8,12500000,14,16,1
311086812,43.0,11990000,2,12,2
311104283,72.4,16900000,6,12,2
311105373,77.0,90000000,2,8,2
311108846,70.0,37500000,16,25,3
311135128,67.5,34000000,4,7,2
311141471,56.8,9900000,4,9,3
311152752,50.0,36000000,1,13,2
311154592,49.5,36000000,1,13,2
311158339,75.0,21500000,8,16,3
311183995,85.5,18553500,6,45,2
311198686,53.8,17200000,15,16,2
311208111,29.9,12800000,2,8,1
311229180,77.0,48000000,2,15,3
311234825,50.0,60500000,17,34,2
311242296,78.4,73000000,1,5,3
311245222,39.7,9790000,14,25,2
311250309,36.1,12999000,1,22,1
311257638,87.4,67000000,7,8,3
311299339,82.0,55000000,6,12,3
311303897,70.0,19000000,12,17,2
311314543,57.0,35000000,3,29,1
311341337,67.5,55000000,20,21,2
311345408,30.1,9590000,5,5,1
311365272,52.4,22700000,8,13,3
311373540,95.7,67800000,3,6,3
311375864,44.0,14750000,1,5,2
311386638,45.0,17850000,5,5,2
311393920,15.7,4700000,1,24,1
311394153,48.7,10300000,7,12,3
311406439,30.0,8500000,17,17,1
311420430,47.4,11750000,1,12,2
311433502,74.0,17900000,10,17,3
311477959,52.3,11300000,6,12,2
311496883,36.3,11150000,5,16,2
311506047,31.8,8540000,12,15,1
311537139,84.8,18900000,1,3,3
311567423,41.3,9750000,5,5,2
311570552,34.0,9400000,4,14,1
311588834,64.2,14900000,3,10,3
311591659,41.7,12150000,10,14,1
311591985,85.9,44000000,16,16,2
311592844,40.8,7900000,17,17,1
311618468,49.0,26600000,14,41,2
311656213,88.0,44000000,7,16,3
311657948,62.0,26950000,3,4,3
311679896,92.0,50400000,4,8,3
311723944,42.0,7700000,4,12,1
311733777,79.0,71000000,27,41,3
311743721,57.0,30900000,14,24,2
311773880,61.6,22514000,5,30,3
311782387,30.0,7490000,3,5,1
311782485,30.0,7500000,10,14,1
311802229,32.0,11500000,17,25,1
311814270,43.0,33217500,4,6,2
311816697,77.0,53000000,4,9,2
311821615,60.0,18999999,7,9,3
311846636,24.0,12800000,1,29,1
311858624,65.0,33600000,8,12,2
311867464,38.0,8000000,17,17,1
311871795,37.7,12800000,3,17,1
311875081,31.1,8300000,11,18,1
311908368,90.0,39900000,27,29,3
311908464,85.0,86000000,50,65,3
312014835,63.0,19500000,1,12,3
312026895,43.3,24300000,36,49,1
312028617,89.0,29900000,2,18,2
312035112,32.8,8350000,2,9,1
312047347,65.0,29990000,4,17,3
312071528,40.0,16600000,16,16,1
312075411,42.5,6200000,4,9,1
312079632,68.0,48000000,3,19,2
312082397,39.0,18499000,3,12,1
312095964,70.0,46900000,1,19,2
312098897,52.8,17399999,7,18,1
312100477,56.2,20200000,2,5,2
312102112,38.3,24500000,9,19,1
312105138,32.6,9200000,1,9,1
312144400,65.0,24000000,4,4,2
312155484,43.0,13500000,4,5,2
312164835,28.0,15900000,3,8,1
312178852,71.0,39800000,11,14,2
312193053,90.0,19000000,7,9,3
312194618,94.7,89000000,16,19,3
312194977,32.4,8700000,6,9,1
312195331,33.5,16300000,4,22,1
312201652,39.0,9600000,9,14,1
312201711,56.0,5600000,4,5,1
312202286,85.0,75000000,18,34,3
312208501,78.9,91642952,4,6,1
312210452,66.2,83678784,5,6,1
312228754,35.0,8400000,12,15,1
312228817,37.0,11000000,2,5,1
312241999,46.2,22300000,4,14,1
312242675,53.0,29400000,9,57,3
312253067,64.1,34999999,17,17,2
312254601,51.0,18000000,3,9,2
312257706,36.2,9090000,12,14,1
312278500,67.8,71900000,2,10,2
312295237,58.2,13095000,2,9,3
312303539,34.3,14990000,8,19,1
312350212,34.5,2000000,10,16,-1
312356744,49.8,20499000,16,33,2
312363615,46.9,12400000,2,14,2
312373736,32.8,9000000,5,9,1
312376818,47.1,12200000,12,12,2
312376890,58.4,16400000,22,22,2
312377431,31.0,9300000,16,19,1
312379117,82.0,39100000,9,27,3
312379124,47.0,26000000,8,26,1
312400488,66.1,77966246,4,6,1
312401505,22.0,3200000,5,5,1
312405050,57.0,21600000,7,9,2
312406285,50.0,22500000,16,21,1
312413227,57.7,28850000,3,9,2
312414363,37.9,9100000,10,17,1
312417958,54.3,39000000,8,9,2
312464973,57.0,20000000,2,19,3
312467644,74.7,16400000,12,17,3
312474825,32.7,12450000,9,9,1
312483652,39.0,16200000,1,22,2
312491589,47.0,23400000,9,31,1
312509370,74.6,23000000,14,14,3
312511276,43.0,27900000,9,25,2
312515460,43.0,27950000,6,8,2
312542550,33.5,10100000,3,9,1
312559232,77.0,26299000,7,13,3
312559748,60.6,16900000,9,9,3
312569571,35.0,9000000,2,17,1
312575064,69.0,47000000,2,39,2
312578295,99.0,51000000,24,27,3
312581624,43.4,8300000,12,17,1
312581759,34.7,9950000,5,16,1
312585485,75.5,37750000,28,32,3
312588850,63.5,40000000,4,20,2
312606091,40.0,10600000,11,12,1
312607848,42.9,14500000,8,9,2
312625290,64.1,15375000,12,12,3
312626952,88.0,82000000,31,40,3
312628187,72.0,22650000,4,5,3
312630744,73.1,64500000,5,17,2
312632454,37.4,13999000,3,9,2
312635194,80.3,35000000,12,23,3
312657690,45.0,13550000,8,17,2
312665876,70.0,33000000,7,26,2
312666649,33.4,8900000,2,9,1
312682007,36.0,14500000,3,13,1
312683565,45.0,27000000,12,13,2
312692056,34.9,9000000,2,12,1
312698981,66.3,18500000,10,33,2
312715063,58.0,16900000,2,9,3
312717216,44.9,8200000,13,16,1
312720304,59.0,21800000,6,9,3
312727133,90.0,58500000,8,9,3
312736480,40.0,12300000,16,25,1
312754386,74.2,15500000,10,16,3
312754921,34.0,25700000,4,8,1
312760628,42.0,8600000,13,14,1
312761872,59.2,38500000,14,15,2
312764209,60.0,65000000,11,13,2
312772892,29.8,9200000,1,9,1
312775815,53.1,17490000,18,25,2
312780568,85.4,44000000,11,33,2
312800654,38.3,21900000,11,18,1
312801762,65.3,20980000,17,25,2
312821088,34.0,12100000,20,33,1
312822335,70.0,38500000,9,24,3
312822633,71.3,17900000,2,5,2
312825223,65.0,29990000,4,41,3
312826689,35.0,10499000,8,12,1
312831569,35.6,12300000,10,12,1
312835465,77.3,35500000,7,23,2
312846464,37.7,8300000,7,17,1
312860506,47.1,13700000,2,9,2
312867054,38.0,8700000,7,7,1
312868494,83.9,24331000,2,10,3
312870510,32.1,7400000,5,12,1
312871363,52.44,74990000,4,10,1
312871372,27.73,41490000,4,10,1
312886286,83.0,18500000,16,17,3
312887433,47.6,27990000,14,42,2
312887626,32.6,8200000,9,9,1
312890000,55.0,16700000,4,14,2
312893036,38.0,23600000,24,26,1
312895070,73.8,42800000,9,13,2
312895131,47.0,27000000,8,41,2
312895187,90.6,17000000,19,25,3
312897713,30.0,16000000,3,25,1
312898661,31.0,10200000,9,9,1
312902619,52.8,20950000,5,16,2
312921724,42.0,8349000,20,23,1
312923030,35.0,9200000,10,12,1
312938146,79.0,27500000,17,22,3
312939252,35.2,8550000,2,12,1
312940565,96.8,45650000,3,28,3
312944930,33.9,8800000,1,5,1
312965204,30.3,8000000,1,9,1
312971653,61.6,27250000,11,12,2
312975296,86.5,48900000,21,36,3
312981803,90.0,48500000,3,11,3
312989612,57.9,37800000,4,29,1
312989740,41.3,8400000,9,9,1
313004523,75.47,27990000,5,12,3
313005539,32.5,8700000,2,9,1
313006877,73.3,55250000,17,24,2
